name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,datePremiered,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,numOfScenes,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"behn-the-revenge","eng000454","Q107568415","Behn","0","The Revenge, or A Match in Newgate","","","https://texts.earlyprint.org/works/A27551.xml","","","","","1680","0","false","","","","","","","","","1680","","0","0","0","0","0","","","","15","1","5","15","26996","25903","1201","986","52"
"behn-the-roundheads","eng000452","Q85808352","Behn","0","The Roundheads, or The Good Old Cause","","","https://texts.earlyprint.org/works/A27320.xml","","","","","1682","0","false","","","","","","","","","1682","","0","0","0","0","0","","","","12","1","5","12","27098","23713","1262","909","427"
"behn-the-rover-1","eng000582","","Behn","0","1 The Rover, or The Banished Cavaliers","","","https://texts.earlyprint.org/works/A27322.xml","","","","","1677","0","false","","","","","","","","","1677","","0","0","0","0","0","","","","11","","5","11","31922","28394","2042","902","589"
"behn-the-widow-ranter","eng000736","Q65053555","Behn","0","The Widow Ranter, or The History of Bacon in Virginia","","","https://texts.earlyprint.org/works/A27331.xml","","","","","1690","0","false","","","","","","","","","1690","","0","0","0","0","0","","","","13","1","5","13","26458","24097","2026","1087","12"
"belchier-hans-beer-pot","eng000170","","Belchier","0","Hans Beer-Pot","","Comedy","https://texts.earlyprint.org/works/A07637.xml","","","","","1618","8","false","1","1","1","several characters","7","1","","","","7","8","1","7","0","0","1","28","1618","1","","0","0","14691","12708","213","77","1479"
"belon-the-mock-duellist","eng000453","","Belon","0","The Mock Duellist, or The French Valet","","","https://texts.earlyprint.org/works/A27373.xml","","","","","1675","0","false","","","","","","","","","1675","","0","0","0","0","0","","","","19","","5","19","17974","15156","1249","5","1931"
"berkeley-the-lost-lady","eng000182","","Berkeley","0","The Lost Lady","","Tragicomedy","https://texts.earlyprint.org/works/A08731.xml","","","","","1637","13","false","0.9627039627039627","0.9487179487179487","1.0512820512820513","several characters","11.384615384615385","2","","","","12","13","4","9","0","0","1","74","1637","5","","5","5","22647","22388","284","1","2653"
"betterton-the-prophetess","eng000613","","Betterton","0","The Prophetess, or The History of Diocletian","","","https://texts.earlyprint.org/works/A27197.xml","","","","","1690","0","false","","","","","","","","","1690","","0","0","0","0","0","","","","6","","5","5","20475","17792","982","241","2036"
"boothby-marcelia","eng000738","","Boothby","0","Marcelia, or The Treacherous Friend","","","https://texts.earlyprint.org/works/A28808.xml","","","","","1670","0","false","","","","","","","","","1670","","0","0","0","0","0","","","","41","","5","40","26095","23839","915","613","754"
"bourne-the-contended-cuckold","eng000455","","Bourne","0","The Contended Cuckold, or The Woman's Advocate","","","https://texts.earlyprint.org/works/A28902.xml","","","","","1692","0","false","","","","","","","","","1692","","0","0","0","0","0","","","","6","","5","0","20199","18330","542","527","62"
"bower-appius-and-virginia","eng000001","","Bower","0","Appius and Virginia","","Tragicomedy","https://texts.earlyprint.org/works/A00456.xml","","","","","1559","11","false","1","1","1","several characters","10","1","","","","10","11","3","6","2","0","1","55","1559","4","","0","0","7947","7460","208","0","816"
"boyer-achilles","eng000702","","Boyer","0","Achilles, or Iphigenia in Aulis","","","https://texts.earlyprint.org/works/A57093.xml","","","","","1700","0","false","","","","","","","","","1700","","0","0","0","0","0","","","","5","","5","0","16307","12753","392","0","1658"
"boyle-guzman","eng000522","","Boyle","0","Guzman","","","https://texts.earlyprint.org/works/A53458.xml","","","","","1693","0","false","","","","","","","","","1693","","0","0","0","0","0","","","","5","","5","0","30997","29244","2058","1038","164"
"boyle-henry-v","eng000612","","Boyle","0","Henry V","","","https://texts.earlyprint.org/works/A53462.xml","","","","","1668","0","false","","","","","","","","","1668","","0","0","0","0","0","","","","5","","5","0","20293","19632","557","0","2250"
"boyle-herod-the-great","eng000687","","Boyle","0","Herod the Great","","","https://texts.earlyprint.org/works/A53459.xml","","","","","1694","0","false","","","","","","","","","1694","","0","0","0","0","0","","","","16","","5","15","19959","18720","1753","0","1985"
"boyle-mr-anthony","eng000523","","Boyle","0","Mr Anthony","","","https://texts.earlyprint.org/works/A53468.xml","","","","","1690","0","false","","","","","","","","","1690","","0","0","0","0","0","","","","5","","5","0","28635","27333","1294","1090","29"
"boyle-mustapha-son-of-solyman-the-magnificent","eng000688","","Boyle","0","Mustapha, Son of Solyman the Magnificent","","","https://texts.earlyprint.org/works/A53477.xml","","","","","1668","15","false","0.9758241758241758","0.9714285714285714","1.0285714285714285","several characters","13.6","2","","","1668","14","15","5","12","0","0","1","102","","5","","5","0","26630","25856","910","1","3046"
"brady-the-rape","eng000640","","Brady","0","The Rape, or The Innocent Impostors","","","https://texts.earlyprint.org/works/A29152.xml","","","","","1692","0","false","","","","","","","","","1692","","0","0","0","0","0","","","","20","","5","20","19543","17764","603","1","2306"
"brathwait-mercurius-britannicus","eng000364","","Brathwait","0","Mercurius Britannicus, or The English Intelligencer","","Tragicomedy","https://texts.earlyprint.org/works/A29238.xml","","","","","1641","26","false","0.9362753036437247","0.5753846153846154","1.4246153846153846","eng000364-heraclitus|eng000364-democritus","14.384615384615385","2","","","","25","26","2","24","0","3","1","187","1641","4","","4","0","8887","8438","142","194","17"
"brome-a-jovial-crew","eng000368","","Brome","0","A Jovial Crew, or The Merry Beggars","","Comedy","https://texts.earlyprint.org/works/A29637.xml","","","","","1641","30","false","0.8785038254397523","0.664367816091954","1.3632183908045976","several characters","19.266666666666666","3","","","","25","30","3","27","0","0","1","289","1641","6","","5","2","28272","25136","546","854","879"
"brome-a-mad-couple-well-matched","eng000418","Q4658016","Brome","0","A Mad Couple Well Matched","","Comedy","https://texts.earlyprint.org/works/A77565_01.xml","","","","","1632","18","false","0.9240483735581775","0.8496732026143791","1.1503267973856208","eng000418-saveall|eng000418-saleware|eng000418-alicia","14.444444444444445","2","","","","17","18","5","13","0","0","1","130","1632","9","1","9","9","28546","27747","315","1108","425"
"brome-the-antipodes","eng000262","Q7713946","Brome","0","The Antipodes","","Comedy","https://texts.earlyprint.org/works/A16923.xml","","","","","1640","46","false","0.8611311052487522","0.21545893719806763","1.9140096618357487","eng000262-doctor|eng000262-peregrine","9.695652173913043","3","","","","37","46","12","34","0","1","1","223","1640","49","1","5","48","25543","23728","747","444","2586"
"brome-the-city-wit","eng000420","","Brome","0","The City Wit, or The Woman Wears the Breeches","","Comedy","https://texts.earlyprint.org/works/A77565_04.xml","","","","","1630","16","false","0.9543040293040294","0.9416666666666667","1.0583333333333333","several characters","14.125","2","","","","15","16","6","10","0","0","1","113","1630","14","","14","13","24500","23068","662","965","226"
"brome-the-court-beggar","eng000366","Q7727849","Brome","0","The Court Beggar","","Comedy","https://texts.earlyprint.org/works/A29634.xml","","","","","1640","19","false","0.9529583763329895","0.9005847953216374","1.0994152046783625","several characters","16.210526315789473","2","","","","18","19","3","16","0","1","1","154","1640","9","1","5","8","23970","23286","653","831","1331"
"brome-the-cunning-lovers","eng000365","","Brome","0","The Cunning Lovers","","Comedy","https://texts.earlyprint.org/works/A29620.xml","","","","","1632","16","false","1","1","1","several characters","15","1","","","","15","16","2","14","0","1","1","120","1632","5","","5","0","20811","20405","363","135","1845"
"brome-the-damoiselle-or-the-new-ordinary","eng000367","","Brome","0","The Damoiselle or The New Ordinary","","Comedy","https://texts.earlyprint.org/works/A29635.xml","","","","","1638","20","false","0.9125816851706942","0.8578947368421053","1.1421052631578947","several characters","16.3","2","","","","19","20","6","13","1","1","1","163","1638","8","","5","8","22449","21875","293","65","2419"
"brome-the-english-moor","eng000421","","Brome","0","The English Moor, or The Mock Marriage","","Comedy","https://texts.earlyprint.org/works/A77567_01.xml","","","","","1632","24","false","0.8293123170832151","0.5471014492753623","1.4891304347826086","eng000421-arnold","12.583333333333334","3","","","","19","24","5","18","1","1","1","151","1632","17","","5","17","26379","23765","499","22","2782"
"brome-the-lovesick-court","eng000422","","Brome","0","The Lovesick Court, or The Ambitious Politic","","Tragicomedy","https://texts.earlyprint.org/works/A77567_02.xml","","","","","1635","21","false","0.8866799756339784","0.8","1.2","eng000422-stratocles|eng000422-eudina","16","2","","","","20","21","5","16","0","1","1","168","1635","12","","5","12","21840","21373","730","3","2764"
"brome-the-new-academy","eng000424","","Brome","0","The New Academy, or The New Exchange","","Comedy","https://texts.earlyprint.org/works/A77567_04.xml","","","","","1635","24","false","0.9482142857142857","0.8297101449275363","1.1702898550724639","several characters","19.083333333333332","2","","","","22","24","6","18","0","0","1","229","1635","9","","5","8","28296","27563","365","309","2706"
"brome-the-northern-lass","eng000263","Q7754369","Brome","0","The Northern Lass","","Comedy","https://texts.earlyprint.org/works/A16924.xml","","","","","1629","16","false","0.9738095238095239","0.9083333333333333","1.0916666666666666","several characters","13.625","2","","","","15","16","4","12","0","0","1","109","1629","29","1","5","29","30415","28504","472","1052","282"
"brome-the-novella","eng000419","Q7754451","Brome","0","The Novella","","Comedy","https://texts.earlyprint.org/works/A77565_02.xml","","","","","1632","20","false","0.9736842105263156","0.9526315789473684","1.0473684210526315","several characters","18.1","2","","","","19","20","4","15","0","0","1","181","1632","8","1","8","8","19393","18546","497","437","1916"
"brome-the-queen-and-concubine","eng000425","Q7758999","Brome","0","The Queen and Concubine","","Tragicomedy","https://texts.earlyprint.org/works/A77567_05.xml","","","","","1635","39","false","0.7989139782683307","0.3832658569500675","1.6950067476383266","eng000425-eulalia|eng000425-lodovico","14.564102564102564","3","","","","30","39","5","33","1","0","1","284","1635","48","1","5","47","34028","32210","949","259","3268"
"brome-the-queen-s-exchange","eng000369","Q7758960","Brome","0","The Queen's Exchange","","Comedy","https://texts.earlyprint.org/works/A29644.xml","","","","","1629","38","false","0.8721417239274154","0.5206258890469416","1.5192034139402562","eng000369-jeffrey|eng000369-alfride","19.263157894736842","3","","","","32","38","2","35","1","1","1","366","1629","8","1","5","7","23755","22826","557","417","2402"
"brome-the-sparagus-garden","eng000264","Q7765685","Brome","0","The Sparagus Garden","","Comedy","https://texts.earlyprint.org/works/A16927.xml","","","","","1635","28","false","1","1","1","several characters","27","1","","","","27","28","8","20","0","0","1","378","1635","46","1","5","45","28670","27112","378","1133","735"
"brome-the-weeding-of-the-covent-garden","eng000423","","Brome","0","The Weeding of the Covent Garden, or The Middlesex Justice of Peace","","Comedy","https://texts.earlyprint.org/works/A77567_03.xml","","","","","1632","27","false","0.8899500453846035","0.6723646723646723","1.3276353276353277","eng000423-anthony","17.48148148148148","2","","","","26","27","8","19","0","0","1","236","1632","10","","5","10","27249","25945","421","1240","130"
"browne-physic-lies-a-bleeding","eng000459","","Browne","0","Physic Lies a-Bleeding, or The Apothecary Turned Doctor","","","https://texts.earlyprint.org/works/A29785.xml","","","","","1697","0","false","","","","","","","","","1697","","0","0","0","0","0","","","","2","","0","0","10101","9187","99","216","3"
"burnaby-the-reformed-wife","eng000460","","Burnaby","0","The Reformed Wife","","","https://texts.earlyprint.org/works/A30312.xml","","","","","1700","0","false","","","","","","","","","1700","","0","0","0","0","0","","","","5","","5","0","22100","20438","616","831","29"
"burnell-landgartha","eng000370","","Burnell","0","Landgartha","","Tragicomedy","https://texts.earlyprint.org/works/A30315.xml","","","","","1639","30","false","0.8770499002952298","0.6344827586206897","1.3655172413793104","several characters","18.4","2","","","","29","30","7","22","1","0","1","276","1639","5","","5","0","20089","17906","872","1","2176"
